"OID","Country or Area","Year","Description","Magnitude","Value"
"911c28..CG...","ARMENIA","2004","OTHER PAYMENTS","DRAMS","6211310000"
"911c24..CG...","ARMENIA","2004","INTEREST","DRAMS","9834980000"
"911c26..CG...","ARMENIA","2004","GRANTS","DRAMS","24823300000"
"911c21..CG...","ARMENIA","2004","COMPENSATION OF EMPLOYEES","DRAMS","24240900000"
"911c2...CG...","ARMENIA","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","DRAMS","262812000000"
"911c2M..CG...","ARMENIA","2003","TOTAL CASH EXPENDITURE [2+31]","DRAMS","302855000000"
"911c25..CG...","ARMENIA","2003","SUBSIDIES","DRAMS","14523300000"
"911c27..CG...","ARMENIA","2003","SOCIAL BENEFITS","DRAMS","15266100000"
"911c22..CG...","ARMENIA","2003","PURCHASES OF GOODS & SERVICES","DRAMS","140887000000"
"911c28..CG...","ARMENIA","2003","OTHER PAYMENTS","DRAMS","5010320000"
"911c24..CG...","ARMENIA","2003","INTEREST","DRAMS","11397700000"
"911c26..CG...","ARMENIA","2003","GRANTS","DRAMS","21475500000"
"911c21..CG...","ARMENIA","2003","COMPENSATION OF EMPLOYEES","DRAMS","13736100000"
"911c2...CG...","ARMENIA","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","DRAMS","222296000000"
"193c27..BA...","AUSTRALIA","2005","SOCIAL BENEFITS","AUSTRALIAN DOLLA","76274000000"
"193c24..BA...","AUSTRALIA","2005","INTEREST","AUSTRALIAN DOLLA","3915000000"
"193c26..BA...","AUSTRALIA","2005","GRANTS","AUSTRALIAN DOLLA","73527000000"
"193c21..BA...","AUSTRALIA","2005","COMPENSATION OF EMPLOYEES","AUSTRALIAN DOLLA","72808000000"
"193c2...BA...","AUSTRALIA","2005","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","226524000000"
"193c27..BA...","AUSTRALIA","2004","SOCIAL BENEFITS","AUSTRALIAN DOLLA","72245000000"
"193c24..BA...","AUSTRALIA","2004","INTEREST","AUSTRALIAN DOLLA","4094000000"
"193c26..BA...","AUSTRALIA","2004","GRANTS","AUSTRALIAN DOLLA","69484000000"
"193c21..BA...","AUSTRALIA","2004","COMPENSATION OF EMPLOYEES","AUSTRALIAN DOLLA","67171000000"
"193c2...BA...","AUSTRALIA","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","212994000000"
"193c27..BA...","AUSTRALIA","2003","SOCIAL BENEFITS","AUSTRALIAN DOLLA","65183000000"
"193c24..BA...","AUSTRALIA","2003","INTEREST","AUSTRALIAN DOLLA","4667000000"
"193c26..BA...","AUSTRALIA","2003","GRANTS","AUSTRALIAN DOLLA","66658000000"
"193c21..BA...","AUSTRALIA","2003","COMPENSATION OF EMPLOYEES","AUSTRALIAN DOLLA","63011000000"
"193c2...BA...","AUSTRALIA","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","199519000000"
"193c2...BA...","AUSTRALIA","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","172729000000"
"193c2...BA...","AUSTRALIA","2001","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","157006000000"
"193c2...BA...","AUSTRALIA","1998","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","128550000000"
"193c2...BA...","AUSTRALIA","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","128848000000"
"193c2...BA...","AUSTRALIA","1996","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","126693000000"
"193c2...BA...","AUSTRALIA","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","121763000000"
"193c2...BA...","AUSTRALIA","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","113198000000"
"193c2...BA...","AUSTRALIA","1993","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","109431000000"
"193c2...BA...","AUSTRALIA","1992","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","102634000000"
"193c2...BA...","AUSTRALIA","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","94952900000"
"193c2...BA...","AUSTRALIA","1990","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","86979000000"
"193c2...BA...","AUSTRALIA","1989","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","82092000000"
"193c2...BA...","AUSTRALIA","1988","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","77786500000"
"193c2...BA...","AUSTRALIA","1987","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","74858900000"
"193c2...BA...","AUSTRALIA","1986","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","69920000000"
"193c2...BA...","AUSTRALIA","1985","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","63839000000"
"193c2...BA...","AUSTRALIA","1984","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","56659000000"
"193c2...BA...","AUSTRALIA","1983","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","48976000000"
"193c2...BA...","AUSTRALIA","1982","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","41343000000"
"193c2...BA...","AUSTRALIA","1981","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","36272000000"
"193c2...BA...","AUSTRALIA","1980","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","31690000000"
"193c2...BA...","AUSTRALIA","1979","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","29018000000"
"193c2...BA...","AUSTRALIA","1978","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","26797000000"
"193c2...BA...","AUSTRALIA","1977","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","24192000000"
"193c2...BA...","AUSTRALIA","1976","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","21867000000"
"193c2...BA...","AUSTRALIA","1975","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","17968000000"
"193c2...BA...","AUSTRALIA","1974","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","12295000000"
"193c2...BA...","AUSTRALIA","1973","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","10223000000"
"193c2...BA...","AUSTRALIA","1972","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","9028000000"
"193c2...BA...","AUSTRALIA","1971","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","8058000000"
"193c2...BA...","AUSTRALIA","1970","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","7040000000"
"193c2...BA...","AUSTRALIA","1969","CASH PAYMENTS FOR OPERATING ACTIVITI","AUSTRALIAN DOLLA","6515000000"
"912c2M..BA...","AZERBAIJAN, REP. OF","2008","TOTAL CASH EXPENDITURE [2+31]","MANAT","10233400000"
"912c25..BA...","AZERBAIJAN, REP. OF","2008","SUBSIDIES","MANAT","183639000"
"912c27..BA...","AZERBAIJAN, REP. OF","2008","SOCIAL BENEFITS","MANAT","765850000"
"912c22..BA...","AZERBAIJAN, REP. OF","2008","PURCHASES OF GOODS & SERVICES","MANAT","516559000"
"912c28..BA...","AZERBAIJAN, REP. OF","2008","OTHER PAYMENTS","MANAT","3579270000"
"912c24..BA...","AZERBAIJAN, REP. OF","2008","INTEREST","MANAT","32654000"
"912c26..BA...","AZERBAIJAN, REP. OF","2008","GRANTS","MANAT","113719000"
"912c21..BA...","AZERBAIJAN, REP. OF","2008","COMPENSATION OF EMPLOYEES","MANAT","681343000"
"912c2...BA...","AZERBAIJAN, REP. OF","2008","CASH PAYMENTS FOR OPERATING ACTIVITI","MANAT","5873040000"
"313c2M..BA...","BAHAMAS, THE","2009","TOTAL CASH EXPENDITURE [2+31]","BAHAMIAN DOLLARS","1561360000"
"313c25..BA...","BAHAMAS, THE","2009","SUBSIDIES","BAHAMIAN DOLLARS","206686000"
"313c27..BA...","BAHAMAS, THE","2009","SOCIAL BENEFITS","BAHAMIAN DOLLARS","92664000"
"313c22..BA...","BAHAMAS, THE","2009","PURCHASES OF GOODS & SERVICES","BAHAMIAN DOLLARS","321150000"
"313c28..BA...","BAHAMAS, THE","2009","OTHER PAYMENTS","BAHAMIAN DOLLARS","76042000"
"313c24..BA...","BAHAMAS, THE","2009","INTEREST","BAHAMIAN DOLLARS","154225000"
"313c26..BA...","BAHAMAS, THE","2009","GRANTS","BAHAMIAN DOLLARS","0"
"313c21..BA...","BAHAMAS, THE","2009","COMPENSATION OF EMPLOYEES","BAHAMIAN DOLLARS","573101000"
"313c2...BA...","BAHAMAS, THE","2009","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","1423870000"
"313c2M..BA...","BAHAMAS, THE","2008","TOTAL CASH EXPENDITURE [2+31]","BAHAMIAN DOLLARS","1515860000"
"313c25..BA...","BAHAMAS, THE","2008","SUBSIDIES","BAHAMIAN DOLLARS","194305000"
"313c27..BA...","BAHAMAS, THE","2008","SOCIAL BENEFITS","BAHAMIAN DOLLARS","91013000"
"313c22..BA...","BAHAMAS, THE","2008","PURCHASES OF GOODS & SERVICES","BAHAMIAN DOLLARS","284600000"
"313c28..BA...","BAHAMAS, THE","2008","OTHER PAYMENTS","BAHAMIAN DOLLARS","79931000"
"313c24..BA...","BAHAMAS, THE","2008","INTEREST","BAHAMIAN DOLLARS","143124000"
"313c26..BA...","BAHAMAS, THE","2008","GRANTS","BAHAMIAN DOLLARS","0"
"313c21..BA...","BAHAMAS, THE","2008","COMPENSATION OF EMPLOYEES","BAHAMIAN DOLLARS","552011000"
"313c2...BA...","BAHAMAS, THE","2008","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","1344980000"
"313c2M..BA...","BAHAMAS, THE","2007","TOTAL CASH EXPENDITURE [2+31]","BAHAMIAN DOLLARS","1416460000"
"313c25..BA...","BAHAMAS, THE","2007","SUBSIDIES","BAHAMIAN DOLLARS","169843000"
"313c27..BA...","BAHAMAS, THE","2007","SOCIAL BENEFITS","BAHAMIAN DOLLARS","79209000"
"313c22..BA...","BAHAMAS, THE","2007","PURCHASES OF GOODS & SERVICES","BAHAMIAN DOLLARS","263648000"
"313c28..BA...","BAHAMAS, THE","2007","OTHER PAYMENTS","BAHAMIAN DOLLARS","83608000"
"313c24..BA...","BAHAMAS, THE","2007","INTEREST","BAHAMIAN DOLLARS","127166000"
"313c26..BA...","BAHAMAS, THE","2007","GRANTS","BAHAMIAN DOLLARS","0"
"313c21..BA...","BAHAMAS, THE","2007","COMPENSATION OF EMPLOYEES","BAHAMIAN DOLLARS","536662000"
"313c2...BA...","BAHAMAS, THE","2007","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","1260140000"
"313c2M..BA...","BAHAMAS, THE","2006","TOTAL CASH EXPENDITURE [2+31]","BAHAMIAN DOLLARS","1270860000"
"313c25..BA...","BAHAMAS, THE","2006","SUBSIDIES","BAHAMIAN DOLLARS","150077000"
"313c27..BA...","BAHAMAS, THE","2006","SOCIAL BENEFITS","BAHAMIAN DOLLARS","109170000"
"313c22..BA...","BAHAMAS, THE","2006","PURCHASES OF GOODS & SERVICES","BAHAMIAN DOLLARS","230687000"
"313c28..BA...","BAHAMAS, THE","2006","OTHER PAYMENTS","BAHAMIAN DOLLARS","40446000"
"313c24..BA...","BAHAMAS, THE","2006","INTEREST","BAHAMIAN DOLLARS","117093000"
"313c26..BA...","BAHAMAS, THE","2006","GRANTS","BAHAMIAN DOLLARS","8441000"
"313c21..BA...","BAHAMAS, THE","2006","COMPENSATION OF EMPLOYEES","BAHAMIAN DOLLARS","493991000"
"313c2...BA...","BAHAMAS, THE","2006","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","1149900000"
"313c2M..BA...","BAHAMAS, THE","2005","TOTAL CASH EXPENDITURE [2+31]","BAHAMIAN DOLLARS","1131240000"
"313c25..BA...","BAHAMAS, THE","2005","SUBSIDIES","BAHAMIAN DOLLARS","147704000"
"313c27..BA...","BAHAMAS, THE","2005","SOCIAL BENEFITS","BAHAMIAN DOLLARS","105027000"
"313c22..BA...","BAHAMAS, THE","2005","PURCHASES OF GOODS & SERVICES","BAHAMIAN DOLLARS","210435000"
"313c28..BA...","BAHAMAS, THE","2005","OTHER PAYMENTS","BAHAMIAN DOLLARS","6234000"
"313c24..BA...","BAHAMAS, THE","2005","INTEREST","BAHAMIAN DOLLARS","117410000"
"313c26..BA...","BAHAMAS, THE","2005","GRANTS","BAHAMIAN DOLLARS","16459000"
"313c21..BA...","BAHAMAS, THE","2005","COMPENSATION OF EMPLOYEES","BAHAMIAN DOLLARS","452349000"
"313c2...BA...","BAHAMAS, THE","2005","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","1055620000"
"313c2...BA...","BAHAMAS, THE","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","1110100000"
"313c2...BA...","BAHAMAS, THE","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","1089700000"
"313c2...BA...","BAHAMAS, THE","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","959500000"
"313c2...BA...","BAHAMAS, THE","2001","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","978810000"
"313c2...BA...","BAHAMAS, THE","2000","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","956400000"
"313c2...BA...","BAHAMAS, THE","1999","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","874300000"
"313c2...BA...","BAHAMAS, THE","1998","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","835200000"
"313c2...BA...","BAHAMAS, THE","1997","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","825400000"
"313c2...BA...","BAHAMAS, THE","1996","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","702800000"
"313c2...BA...","BAHAMAS, THE","1995","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","671000000"
"313c2...BA...","BAHAMAS, THE","1994","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","629000000"
"313c2...BA...","BAHAMAS, THE","1993","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","636500000"
"313c2...BA...","BAHAMAS, THE","1992","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","621800000"
"313c2...BA...","BAHAMAS, THE","1991","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","594200000"
"313c2...BA...","BAHAMAS, THE","1990","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","581500000"
"313c2...BA...","BAHAMAS, THE","1989","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","544900000"
"313c2...BA...","BAHAMAS, THE","1988","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","460800000"
"313c2...BA...","BAHAMAS, THE","1987","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","399940000"
"313c2...BA...","BAHAMAS, THE","1986","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","412940000"
"313c2...BA...","BAHAMAS, THE","1985","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","359200000"
"313c2...BA...","BAHAMAS, THE","1984","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","365880000"
"313c2...BA...","BAHAMAS, THE","1983","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","368170000"
"313c2...BA...","BAHAMAS, THE","1982","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","353320000"
"313c2...BA...","BAHAMAS, THE","1981","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","286170000"
"313c2...BA...","BAHAMAS, THE","1980","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","230850000"
"313c2...BA...","BAHAMAS, THE","1979","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","202960000"
"313c2...BA...","BAHAMAS, THE","1978","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","176780000"
"313c2...BA...","BAHAMAS, THE","1977","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","152950000"
"313c2...BA...","BAHAMAS, THE","1975","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","158390000"
"313c2...BA...","BAHAMAS, THE","1974","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","116770000"
"313c2...BA...","BAHAMAS, THE","1972","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","96210000"
"313c2...BA...","BAHAMAS, THE","1971","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","87330000"
"313c2...BA...","BAHAMAS, THE","1970","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","98780000"
"313c2...BA...","BAHAMAS, THE","1969","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHAMIAN DOLLARS","82870000"
"419c2M..BA...","BAHRAIN, KINGDOM OF","2008","TOTAL CASH EXPENDITURE [2+31]","BAHRAIN DINARS","2079070000"
"419c25..BA...","BAHRAIN, KINGDOM OF","2008","SUBSIDIES","BAHRAIN DINARS","34080000"
"419c27..BA...","BAHRAIN, KINGDOM OF","2008","SOCIAL BENEFITS","BAHRAIN DINARS","145960000"
"419c22..BA...","BAHRAIN, KINGDOM OF","2008","PURCHASES OF GOODS & SERVICES","BAHRAIN DINARS","336780000"
"419c28..BA...","BAHRAIN, KINGDOM OF","2008","OTHER PAYMENTS","BAHRAIN DINARS","15480000"
"419c24..BA...","BAHRAIN, KINGDOM OF","2008","INTEREST","BAHRAIN DINARS","53610000"
"419c26..BA...","BAHRAIN, KINGDOM OF","2008","GRANTS","BAHRAIN DINARS","130110000"
"419c21..BA...","BAHRAIN, KINGDOM OF","2008","COMPENSATION OF EMPLOYEES","BAHRAIN DINARS","791360000"
"419c2...BA...","BAHRAIN, KINGDOM OF","2008","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHRAIN DINARS","1507380000"
"419c2M..BA...","BAHRAIN, KINGDOM OF","2007","TOTAL CASH EXPENDITURE [2+31]","BAHRAIN DINARS","1770430000"
"419c25..BA...","BAHRAIN, KINGDOM OF","2007","SUBSIDIES","BAHRAIN DINARS","16750000"
"419c27..BA...","BAHRAIN, KINGDOM OF","2007","SOCIAL BENEFITS","BAHRAIN DINARS","0"
"419c22..BA...","BAHRAIN, KINGDOM OF","2007","PURCHASES OF GOODS & SERVICES","BAHRAIN DINARS","267070000"
"419c28..BA...","BAHRAIN, KINGDOM OF","2007","OTHER PAYMENTS","BAHRAIN DINARS","197650000"
"419c24..BA...","BAHRAIN, KINGDOM OF","2007","INTEREST","BAHRAIN DINARS","65900000"
"419c26..BA...","BAHRAIN, KINGDOM OF","2007","GRANTS","BAHRAIN DINARS","3850000"
"419c21..BA...","BAHRAIN, KINGDOM OF","2007","COMPENSATION OF EMPLOYEES","BAHRAIN DINARS","696620000"
"419c2...BA...","BAHRAIN, KINGDOM OF","2007","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHRAIN DINARS","1247840000"
"419c2M..BA...","BAHRAIN, KINGDOM OF","2006","TOTAL CASH EXPENDITURE [2+31]","BAHRAIN DINARS","1493440000"
"419c25..BA...","BAHRAIN, KINGDOM OF","2006","SUBSIDIES","BAHRAIN DINARS","10690000"
"419c27..BA...","BAHRAIN, KINGDOM OF","2006","SOCIAL BENEFITS","BAHRAIN DINARS","0"
"419c22..BA...","BAHRAIN, KINGDOM OF","2006","PURCHASES OF GOODS & SERVICES","BAHRAIN DINARS","249640000"
"419c28..BA...","BAHRAIN, KINGDOM OF","2006","OTHER PAYMENTS","BAHRAIN DINARS","138070000"
"419c24..BA...","BAHRAIN, KINGDOM OF","2006","INTEREST","BAHRAIN DINARS","73670000"
"419c26..BA...","BAHRAIN, KINGDOM OF","2006","GRANTS","BAHRAIN DINARS","14400000"
"419c21..BA...","BAHRAIN, KINGDOM OF","2006","COMPENSATION OF EMPLOYEES","BAHRAIN DINARS","602460000"
"419c2...BA...","BAHRAIN, KINGDOM OF","2006","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHRAIN DINARS","1088930000"
"419c2M..BA...","BAHRAIN, KINGDOM OF","2005","TOTAL CASH EXPENDITURE [2+31]","BAHRAIN DINARS","1181780000"
"419c25..BA...","BAHRAIN, KINGDOM OF","2005","SUBSIDIES","BAHRAIN DINARS","9640000"
"419c27..BA...","BAHRAIN, KINGDOM OF","2005","SOCIAL BENEFITS","BAHRAIN DINARS","0"
"419c22..BA...","BAHRAIN, KINGDOM OF","2005","PURCHASES OF GOODS & SERVICES","BAHRAIN DINARS","193120000"
"419c28..BA...","BAHRAIN, KINGDOM OF","2005","OTHER PAYMENTS","BAHRAIN DINARS","139910000"
"419c24..BA...","BAHRAIN, KINGDOM OF","2005","INTEREST","BAHRAIN DINARS","62130000"
"419c26..BA...","BAHRAIN, KINGDOM OF","2005","GRANTS","BAHRAIN DINARS","12190000"
"419c21..BA...","BAHRAIN, KINGDOM OF","2005","COMPENSATION OF EMPLOYEES","BAHRAIN DINARS","564570000"
"419c2...BA...","BAHRAIN, KINGDOM OF","2005","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHRAIN DINARS","981560000"
"419c2M..BA...","BAHRAIN, KINGDOM OF","2004","TOTAL CASH EXPENDITURE [2+31]","BAHRAIN DINARS","1060700000"
"419c25..BA...","BAHRAIN, KINGDOM OF","2004","SUBSIDIES","BAHRAIN DINARS","17100000"
"419c27..BA...","BAHRAIN, KINGDOM OF","2004","SOCIAL BENEFITS","BAHRAIN DINARS","0"
"419c22..BA...","BAHRAIN, KINGDOM OF","2004","PURCHASES OF GOODS & SERVICES","BAHRAIN DINARS","145700000"
"419c28..BA...","BAHRAIN, KINGDOM OF","2004","OTHER PAYMENTS","BAHRAIN DINARS","137100000"
"419c24..BA...","BAHRAIN, KINGDOM OF","2004","INTEREST","BAHRAIN DINARS","45900000"
"419c26..BA...","BAHRAIN, KINGDOM OF","2004","GRANTS","BAHRAIN DINARS","74100000"
"419c21..BA...","BAHRAIN, KINGDOM OF","2004","COMPENSATION OF EMPLOYEES","BAHRAIN DINARS","537800000"
"419c2...BA...","BAHRAIN, KINGDOM OF","2004","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHRAIN DINARS","957700000"
"419c2M..BA...","BAHRAIN, KINGDOM OF","2003","TOTAL CASH EXPENDITURE [2+31]","BAHRAIN DINARS","1015900000"
"419c25..BA...","BAHRAIN, KINGDOM OF","2003","SUBSIDIES","BAHRAIN DINARS","54300000"
"419c27..BA...","BAHRAIN, KINGDOM OF","2003","SOCIAL BENEFITS","BAHRAIN DINARS","0"
"419c22..BA...","BAHRAIN, KINGDOM OF","2003","PURCHASES OF GOODS & SERVICES","BAHRAIN DINARS","134400000"
"419c28..BA...","BAHRAIN, KINGDOM OF","2003","OTHER PAYMENTS","BAHRAIN DINARS","0"
"419c24..BA...","BAHRAIN, KINGDOM OF","2003","INTEREST","BAHRAIN DINARS","49400000"
"419c26..BA...","BAHRAIN, KINGDOM OF","2003","GRANTS","BAHRAIN DINARS","111400000"
"419c21..BA...","BAHRAIN, KINGDOM OF","2003","COMPENSATION OF EMPLOYEES","BAHRAIN DINARS","519400000"
"419c2...BA...","BAHRAIN, KINGDOM OF","2003","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHRAIN DINARS","868900000"
"419c2M..BA...","BAHRAIN, KINGDOM OF","2002","TOTAL CASH EXPENDITURE [2+31]","BAHRAIN DINARS","1001600000"
"419c25..BA...","BAHRAIN, KINGDOM OF","2002","SUBSIDIES","BAHRAIN DINARS","38000000"
"419c27..BA...","BAHRAIN, KINGDOM OF","2002","SOCIAL BENEFITS","BAHRAIN DINARS","0"
"419c22..BA...","BAHRAIN, KINGDOM OF","2002","PURCHASES OF GOODS & SERVICES","BAHRAIN DINARS","141600000"
"419c24..BA...","BAHRAIN, KINGDOM OF","2002","INTEREST","BAHRAIN DINARS","35900000"
"419c21..BA...","BAHRAIN, KINGDOM OF","2002","COMPENSATION OF EMPLOYEES","BAHRAIN DINARS","449000000"
"419c2...BA...","BAHRAIN, KINGDOM OF","2002","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHRAIN DINARS","836200000"
"419c2M..BA...","BAHRAIN, KINGDOM OF","2001","TOTAL CASH EXPENDITURE [2+31]","BAHRAIN DINARS","795800000"
"419c25..BA...","BAHRAIN, KINGDOM OF","2001","SUBSIDIES","BAHRAIN DINARS","45400000"
"419c27..BA...","BAHRAIN, KINGDOM OF","2001","SOCIAL BENEFITS","BAHRAIN DINARS","0"
"419c22..BA...","BAHRAIN, KINGDOM OF","2001","PURCHASES OF GOODS & SERVICES","BAHRAIN DINARS","112400000"
"419c28..BA...","BAHRAIN, KINGDOM OF","2001","OTHER PAYMENTS","BAHRAIN DINARS","0"
"419c24..BA...","BAHRAIN, KINGDOM OF","2001","INTEREST","BAHRAIN DINARS","51600000"
"419c26..BA...","BAHRAIN, KINGDOM OF","2001","GRANTS","BAHRAIN DINARS","79900000"
"419c21..BA...","BAHRAIN, KINGDOM OF","2001","COMPENSATION OF EMPLOYEES","BAHRAIN DINARS","414100000"
"419c2...BA...","BAHRAIN, KINGDOM OF","2001","CASH PAYMENTS FOR OPERATING ACTIVITI","BAHRAIN DINARS","703400000"
"419c2M..BA...","BAHRAIN, KINGDOM OF","2000","TOTAL CASH EXPENDITURE [2+31]","BAHRAIN DINARS","748000000"
"419c25..BA...","BAHRAIN, KINGDOM OF","2000","SUBSIDIES","BAHRAIN DINARS","53400000"
"419c27..BA...","BAHRAIN, KINGDOM OF","2000","SOCIAL BENEFITS","BAHRAIN DINARS","0"
